country,isic_code,measure,reporting_year,currency,power_code,value,prtr_system,value_usd,aggregate
CAN,70,Current prices,2000,CAD,Millions,8480.0,NPRI,6784.0,1
CAN,60,Current prices,2000,CAD,Millions,3897.0,NPRI,3117.6000000000004,1
CAN,32,Current prices,2000,CAD,Millions,4247.0,NPRI,3397.6000000000004,1
CAN,91,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,88,Current prices,2000,CAD,Millions,9834.0,NPRI,7867.200000000001,1
CAN,81,Current prices,2000,CAD,Millions,7507.0,NPRI,6005.6,1
CAN,74_75,Current prices,2000,CAD,Millions,6707.0,NPRI,5365.6,2
CAN,71,Current prices,2000,CAD,Millions,16386.0,NPRI,13108.800000000001,1
CAN,63,Current prices,2000,CAD,Millions,2995.0,NPRI,2396.0,1
CAN,59_60,Current prices,2000,CAD,Millions,6754.0,NPRI,5403.200000000001,2
CAN,38,Current prices,2000,CAD,Millions,3821.0,NPRI,3056.8,1
CAN,33,Current prices,2000,CAD,Millions,4944.0,NPRI,3955.2000000000003,1
CAN,30,Current prices,2000,CAD,Millions,9218.0,NPRI,7374.400000000001,1
CAN,25,Current prices,2000,CAD,Millions,15807.0,NPRI,12645.6,1
CAN,23,Current prices,2000,CAD,Millions,7512.0,NPRI,6009.6,1
CAN,17,Current prices,2000,CAD,Millions,9304.0,NPRI,7443.200000000001,1
CAN,14,Current prices,2000,CAD,Millions,2315.0,NPRI,1852.0,1
CAN,11,Current prices,2000,CAD,Millions,5281.0,NPRI,4224.8,1
CAN,98,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,95,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,93,Current prices,2000,CAD,Millions,4354.0,NPRI,3483.2000000000003,1
CAN,87_88,Current prices,2000,CAD,Millions,23583.0,NPRI,18866.4,2
CAN,65,Current prices,2000,CAD,Millions,19435.0,NPRI,15548.0,1
CAN,78,Current prices,2000,CAD,Millions,5955.0,NPRI,4764.0,1
CAN,72,Current prices,2000,CAD,Millions,4804.0,NPRI,3843.2000000000003,1
CAN,61,Current prices,2000,CAD,Millions,28835.0,NPRI,23068.0,1
CAN,56,Current prices,2000,CAD,Millions,20288.0,NPRI,16230.400000000001,1
CAN,50,Current prices,2000,CAD,Millions,1578.0,NPRI,1262.4,1
CAN,46,Current prices,2000,CAD,Millions,73465.0,NPRI,58772.0,1
CAN,42,Current prices,2000,CAD,Millions,31980.0,NPRI,25584.0,1
CAN,37_39,Current prices,2000,CAD,Millions,3821.0,NPRI,3056.8,3
CAN,2,Current prices,2000,CAD,Millions,5914.0,NPRI,4731.2,1
CAN,6,Current prices,2000,CAD,Millions,88847.0,NPRI,71077.6,1
CAN,13_15,Current prices,2000,CAD,Millions,4207.0,NPRI,3365.6000000000004,3
CAN,B,Current prices,2000,CAD,Millions,123106.0,NPRI,98484.8,5
CAN,C,Current prices,2000,CAD,Millions,192732.0,NPRI,154185.6,26
CAN,16_18,Current prices,2000,CAD,Millions,25060.0,NPRI,20048.0,3
CAN,7,Current prices,2000,CAD,Millions,16629.0,NPRI,13303.2,1
CAN,3,Current prices,2000,CAD,Millions,1354.0,NPRI,1083.2,1
CAN,43,Current prices,2000,CAD,Millions,16654.0,NPRI,13323.2,1
CAN,47,Current prices,2000,CAD,Millions,64958.0,NPRI,51966.4,1
CAN,51,Current prices,2000,CAD,Millions,4902.0,NPRI,3921.6000000000004,1
CAN,62_63,Current prices,2000,CAD,Millions,19342.0,NPRI,15473.6,2
CAN,73_75,Current prices,2000,CAD,Millions,10528.0,NPRI,8422.4,3
CAN,79,Current prices,2000,CAD,Millions,2351.0,NPRI,1880.8000000000002,1
CAN,66,Current prices,2000,CAD,Millions,7940.0,NPRI,6352.0,1
CAN,96,Current prices,2000,CAD,Millions,6588.0,NPRI,5270.400000000001,1
CAN,12,Current prices,2000,CAD,Millions,960.0,NPRI,768.0,1
CAN,15,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,18,Current prices,2000,CAD,Millions,6055.0,NPRI,4844.0,1
CAN,39,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,82,Current prices,2000,CAD,Millions,17327.0,NPRI,13861.6,1
CAN,92,Current prices,2000,CAD,Millions,2250.0,NPRI,1800.0,1
CAN,80_82,Current prices,2000,CAD,Millions,28346.0,NPRI,22676.800000000003,3
CAN,52,Current prices,2000,CAD,Millions,12407.0,NPRI,9925.6,1
CAN,8,Current prices,2000,CAD,Millions,5329.0,NPRI,4263.2,1
CAN,19,Current prices,2000,CAD,Millions,6147.0,NPRI,4917.6,1
CAN,D,Current prices,2000,CAD,Millions,33055.0,NPRI,26444.0,1
CAN,E,Current prices,2000,CAD,Millions,6520.0,NPRI,5216.0,4
CAN,20,Current prices,2000,CAD,Millions,9082.0,NPRI,7265.6,1
CAN,9,Current prices,2000,CAD,Millions,10669.0,NPRI,8535.2,1
CAN,53,Current prices,2000,CAD,Millions,7300.0,NPRI,5840.0,1
CAN,21,Current prices,2000,CAD,Millions,4780.0,NPRI,3824.0,1
CAN,F,Current prices,2000,CAD,Millions,102097.0,NPRI,81677.6,3
CAN,G,Current prices,2000,CAD,Millions,162596.0,NPRI,130076.8,3
CAN,22_23,Current prices,2000,CAD,Millions,17139.0,NPRI,13711.2,2
CAN,24_25,Current prices,2000,CAD,Millions,31408.0,NPRI,25126.4,2
CAN,H,Current prices,2000,CAD,Millions,62645.0,NPRI,50116.0,5
CAN,I,Current prices,2000,CAD,Millions,30265.0,NPRI,24212.0,2
CAN,26,Current prices,2000,CAD,Millions,7859.0,NPRI,6287.200000000001,1
CAN,27,Current prices,2000,CAD,Millions,3735.0,NPRI,2988.0,1
CAN,J,Current prices,2000,CAD,Millions,65016.0,NPRI,52012.8,8
CAN,K,Current prices,2000,CAD,Millions,108201.0,NPRI,86560.8,3
CAN,28,Current prices,2000,CAD,Millions,13999.0,NPRI,11199.2,1
CAN,29_30,Current prices,2000,CAD,Millions,27645.0,NPRI,22116.0,2
CAN,L,Current prices,2000,CAD,Millions,157820.0,NPRI,126256.0,1
CAN,M,Current prices,2000,CAD,Millions,60832.0,NPRI,48665.600000000006,11
CAN,31_33,Current prices,2000,CAD,Millions,14754.0,NPRI,11803.2,3
CAN,N,Current prices,2000,CAD,Millions,47400.0,NPRI,37920.0,6
CAN,O,Current prices,2000,CAD,Millions,92264.0,NPRI,73811.2,1
CAN,P,Current prices,2000,CAD,Millions,75832.0,NPRI,60665.600000000006,1
CAN,Q,Current prices,2000,CAD,Millions,96255.0,NPRI,77004.0,3
CAN,R,Current prices,2000,CAD,Millions,11530.0,NPRI,9224.0,4
CAN,S,Current prices,2000,CAD,Millions,16240.0,NPRI,12992.0,2
CAN,T,Current prices,2000,CAD,Millions,2381.0,NPRI,1904.8000000000002,1
CAN,U,Current prices,2000,CAD,Millions,0.0,NPRI,0.0,1
CAN,TOT,Current prices,2001,CAD,Millions,1468926.0,NPRI,1175140.8,99
CAN,A,Current prices,2001,CAD,Millions,22140.0,NPRI,17712.0,3
CAN,10_12,Current prices,2001,CAD,Millions,26916.0,NPRI,21532.800000000003,3
CAN,5,Current prices,2001,CAD,Millions,1632.0,NPRI,1305.6000000000001,1
CAN,1,Current prices,2001,CAD,Millions,14872.0,NPRI,11897.6,1
CAN,36,Current prices,2001,CAD,Millions,2699.0,NPRI,2159.2000000000003,1
CAN,41,Current prices,2001,CAD,Millions,53462.0,NPRI,42769.600000000006,1
CAN,45,Current prices,2001,CAD,Millions,24173.0,NPRI,19338.4,1
CAN,49,Current prices,2001,CAD,Millions,36458.0,NPRI,29166.4,1
CAN,55,Current prices,2001,CAD,Millions,9976.0,NPRI,7980.8,1
CAN,58_60,Current prices,2001,CAD,Millions,16838.0,NPRI,13470.400000000001,3
CAN,68A,Current prices,2001,CAD,Millions,102115.0,NPRI,81692.0,1
CAN,69_71,Current prices,2001,CAD,Millions,45499.0,NPRI,36399.200000000004,3
CAN,77,Current prices,2001,CAD,Millions,10747.0,NPRI,8597.6,1
CAN,64,Current prices,2001,CAD,Millions,80825.0,NPRI,64660.0,1
CAN,86,Current prices,2001,CAD,Millions,72671.0,NPRI,58136.8,1
CAN,90_92,Current prices,2001,CAD,Millions,7176.0,NPRI,5740.8,3
CAN,94,Current prices,2001,CAD,Millions,9651.0,NPRI,7720.8,1
CAN,97,Current prices,2001,CAD,Millions,2381.0,NPRI,1904.8000000000002,1
CAN,10,Current prices,2001,CAD,Millions,20675.0,NPRI,16540.0,1
CAN,13,Current prices,2001,CAD,Millions,1892.0,NPRI,1513.6000000000001,1
CAN,16,Current prices,2001,CAD,Millions,9702.0,NPRI,7761.6,1
CAN,22,Current prices,2001,CAD,Millions,9627.0,NPRI,7701.6,1
CAN,24,Current prices,2001,CAD,Millions,15601.0,NPRI,12480.800000000001,1
CAN,29,Current prices,2001,CAD,Millions,18428.0,NPRI,14742.400000000001,1
CAN,31_32,Current prices,2001,CAD,Millions,9810.0,NPRI,7848.0,2
CAN,37,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,58,Current prices,2001,CAD,Millions,10084.0,NPRI,8067.200000000001,1
CAN,62,Current prices,2001,CAD,Millions,16347.0,NPRI,13077.6,1
CAN,69_70,Current prices,2001,CAD,Millions,29113.0,NPRI,23290.4,2
CAN,73,Current prices,2001,CAD,Millions,3821.0,NPRI,3056.8,1
CAN,80,Current prices,2001,CAD,Millions,3512.0,NPRI,2809.6000000000004,1
CAN,87,Current prices,2001,CAD,Millions,13749.0,NPRI,10999.2,1
CAN,90,Current prices,2001,CAD,Millions,4926.0,NPRI,3940.8,1
CAN,31,Current prices,2001,CAD,Millions,5564.0,NPRI,4451.2,1
CAN,59,Current prices,2001,CAD,Millions,2857.0,NPRI,2285.6,1
CAN,69,Current prices,2001,CAD,Millions,20634.0,NPRI,16507.2,1
CAN,74,Current prices,2001,CAD,Millions,6707.0,NPRI,5365.6,1
CAN,75,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,70,Current prices,2001,CAD,Millions,8480.0,NPRI,6784.0,1
CAN,60,Current prices,2001,CAD,Millions,3897.0,NPRI,3117.6000000000004,1
CAN,32,Current prices,2001,CAD,Millions,4247.0,NPRI,3397.6000000000004,1
CAN,91,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,88,Current prices,2001,CAD,Millions,9834.0,NPRI,7867.200000000001,1
CAN,81,Current prices,2001,CAD,Millions,7507.0,NPRI,6005.6,1
CAN,74_75,Current prices,2001,CAD,Millions,6707.0,NPRI,5365.6,2
CAN,71,Current prices,2001,CAD,Millions,16386.0,NPRI,13108.800000000001,1
CAN,63,Current prices,2001,CAD,Millions,2995.0,NPRI,2396.0,1
CAN,59_60,Current prices,2001,CAD,Millions,6754.0,NPRI,5403.200000000001,2
CAN,38,Current prices,2001,CAD,Millions,3821.0,NPRI,3056.8,1
CAN,33,Current prices,2001,CAD,Millions,4944.0,NPRI,3955.2000000000003,1
CAN,30,Current prices,2001,CAD,Millions,9218.0,NPRI,7374.400000000001,1
CAN,25,Current prices,2001,CAD,Millions,15807.0,NPRI,12645.6,1
CAN,23,Current prices,2001,CAD,Millions,7512.0,NPRI,6009.6,1
CAN,17,Current prices,2001,CAD,Millions,9304.0,NPRI,7443.200000000001,1
CAN,14,Current prices,2001,CAD,Millions,2315.0,NPRI,1852.0,1
CAN,11,Current prices,2001,CAD,Millions,5281.0,NPRI,4224.8,1
CAN,98,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,95,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,93,Current prices,2001,CAD,Millions,4354.0,NPRI,3483.2000000000003,1
CAN,87_88,Current prices,2001,CAD,Millions,23583.0,NPRI,18866.4,2
CAN,65,Current prices,2001,CAD,Millions,19435.0,NPRI,15548.0,1
CAN,78,Current prices,2001,CAD,Millions,5955.0,NPRI,4764.0,1
CAN,72,Current prices,2001,CAD,Millions,4804.0,NPRI,3843.2000000000003,1
CAN,61,Current prices,2001,CAD,Millions,28835.0,NPRI,23068.0,1
CAN,56,Current prices,2001,CAD,Millions,20288.0,NPRI,16230.400000000001,1
CAN,50,Current prices,2001,CAD,Millions,1578.0,NPRI,1262.4,1
CAN,46,Current prices,2001,CAD,Millions,73465.0,NPRI,58772.0,1
CAN,42,Current prices,2001,CAD,Millions,31980.0,NPRI,25584.0,1
CAN,37_39,Current prices,2001,CAD,Millions,3821.0,NPRI,3056.8,3
CAN,2,Current prices,2001,CAD,Millions,5914.0,NPRI,4731.2,1
CAN,6,Current prices,2001,CAD,Millions,88847.0,NPRI,71077.6,1
CAN,13_15,Current prices,2001,CAD,Millions,4207.0,NPRI,3365.6000000000004,3
CAN,B,Current prices,2001,CAD,Millions,123106.0,NPRI,98484.8,5
CAN,C,Current prices,2001,CAD,Millions,192732.0,NPRI,154185.6,26
CAN,16_18,Current prices,2001,CAD,Millions,25060.0,NPRI,20048.0,3
CAN,7,Current prices,2001,CAD,Millions,16629.0,NPRI,13303.2,1
CAN,3,Current prices,2001,CAD,Millions,1354.0,NPRI,1083.2,1
CAN,43,Current prices,2001,CAD,Millions,16654.0,NPRI,13323.2,1
CAN,47,Current prices,2001,CAD,Millions,64958.0,NPRI,51966.4,1
CAN,51,Current prices,2001,CAD,Millions,4902.0,NPRI,3921.6000000000004,1
CAN,62_63,Current prices,2001,CAD,Millions,19342.0,NPRI,15473.6,2
CAN,73_75,Current prices,2001,CAD,Millions,10528.0,NPRI,8422.4,3
CAN,79,Current prices,2001,CAD,Millions,2351.0,NPRI,1880.8000000000002,1
CAN,66,Current prices,2001,CAD,Millions,7940.0,NPRI,6352.0,1
CAN,96,Current prices,2001,CAD,Millions,6588.0,NPRI,5270.400000000001,1
CAN,12,Current prices,2001,CAD,Millions,960.0,NPRI,768.0,1
CAN,15,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,18,Current prices,2001,CAD,Millions,6055.0,NPRI,4844.0,1
CAN,39,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,82,Current prices,2001,CAD,Millions,17327.0,NPRI,13861.6,1
CAN,92,Current prices,2001,CAD,Millions,2250.0,NPRI,1800.0,1
CAN,80_82,Current prices,2001,CAD,Millions,28346.0,NPRI,22676.800000000003,3
CAN,52,Current prices,2001,CAD,Millions,12407.0,NPRI,9925.6,1
CAN,8,Current prices,2001,CAD,Millions,5329.0,NPRI,4263.2,1
CAN,19,Current prices,2001,CAD,Millions,6147.0,NPRI,4917.6,1
CAN,D,Current prices,2001,CAD,Millions,33055.0,NPRI,26444.0,1
CAN,E,Current prices,2001,CAD,Millions,6520.0,NPRI,5216.0,4
CAN,20,Current prices,2001,CAD,Millions,9082.0,NPRI,7265.6,1
CAN,9,Current prices,2001,CAD,Millions,10669.0,NPRI,8535.2,1
CAN,53,Current prices,2001,CAD,Millions,7300.0,NPRI,5840.0,1
CAN,21,Current prices,2001,CAD,Millions,4780.0,NPRI,3824.0,1
CAN,F,Current prices,2001,CAD,Millions,102097.0,NPRI,81677.6,3
CAN,G,Current prices,2001,CAD,Millions,162596.0,NPRI,130076.8,3
CAN,22_23,Current prices,2001,CAD,Millions,17139.0,NPRI,13711.2,2
CAN,24_25,Current prices,2001,CAD,Millions,31408.0,NPRI,25126.4,2
CAN,H,Current prices,2001,CAD,Millions,62645.0,NPRI,50116.0,5
CAN,I,Current prices,2001,CAD,Millions,30265.0,NPRI,24212.0,2
CAN,26,Current prices,2001,CAD,Millions,7859.0,NPRI,6287.200000000001,1
CAN,27,Current prices,2001,CAD,Millions,3735.0,NPRI,2988.0,1
CAN,J,Current prices,2001,CAD,Millions,65016.0,NPRI,52012.8,8
CAN,K,Current prices,2001,CAD,Millions,108201.0,NPRI,86560.8,3
CAN,28,Current prices,2001,CAD,Millions,13999.0,NPRI,11199.2,1
CAN,29_30,Current prices,2001,CAD,Millions,27645.0,NPRI,22116.0,2
CAN,L,Current prices,2001,CAD,Millions,157820.0,NPRI,126256.0,1
CAN,M,Current prices,2001,CAD,Millions,60832.0,NPRI,48665.600000000006,11
CAN,31_33,Current prices,2001,CAD,Millions,14754.0,NPRI,11803.2,3
CAN,N,Current prices,2001,CAD,Millions,47400.0,NPRI,37920.0,6
CAN,O,Current prices,2001,CAD,Millions,92264.0,NPRI,73811.2,1
CAN,P,Current prices,2001,CAD,Millions,75832.0,NPRI,60665.600000000006,1
CAN,Q,Current prices,2001,CAD,Millions,96255.0,NPRI,77004.0,3
CAN,R,Current prices,2001,CAD,Millions,11530.0,NPRI,9224.0,4
CAN,S,Current prices,2001,CAD,Millions,16240.0,NPRI,12992.0,2
CAN,T,Current prices,2001,CAD,Millions,2381.0,NPRI,1904.8000000000002,1
CAN,U,Current prices,2001,CAD,Millions,0.0,NPRI,0.0,1
CAN,TOT,Current prices,2002,CAD,Millions,1468926.0,NPRI,1175140.8,99
CAN,A,Current prices,2002,CAD,Millions,22140.0,NPRI,17712.0,3
CAN,10_12,Current prices,2002,CAD,Millions,26916.0,NPRI,21532.800000000003,3
CAN,5,Current prices,2002,CAD,Millions,1632.0,NPRI,1305.6000000000001,1
CAN,1,Current prices,2002,CAD,Millions,14872.0,NPRI,11897.6,1
CAN,36,Current prices,2002,CAD,Millions,2699.0,NPRI,2159.2000000000003,1
CAN,41,Current prices,2002,CAD,Millions,53462.0,NPRI,42769.600000000006,1
CAN,45,Current prices,2002,CAD,Millions,24173.0,NPRI,19338.4,1
CAN,49,Current prices,2002,CAD,Millions,36458.0,NPRI,29166.4,1
CAN,55,Current prices,2002,CAD,Millions,9976.0,NPRI,7980.8,1
CAN,58_60,Current prices,2002,CAD,Millions,16838.0,NPRI,13470.400000000001,3
CAN,68A,Current prices,2002,CAD,Millions,102115.0,NPRI,81692.0,1
CAN,69_71,Current prices,2002,CAD,Millions,45499.0,NPRI,36399.200000000004,3
CAN,77,Current prices,2002,CAD,Millions,10747.0,NPRI,8597.6,1
CAN,64,Current prices,2002,CAD,Millions,80825.0,NPRI,64660.0,1
CAN,86,Current prices,2002,CAD,Millions,72671.0,NPRI,58136.8,1
CAN,90_92,Current prices,2002,CAD,Millions,7176.0,NPRI,5740.8,3
CAN,94,Current prices,2002,CAD,Millions,9651.0,NPRI,7720.8,1
CAN,97,Current prices,2002,CAD,Millions,2381.0,NPRI,1904.8000000000002,1
CAN,10,Current prices,2002,CAD,Millions,20675.0,NPRI,16540.0,1
CAN,13,Current prices,2002,CAD,Millions,1892.0,NPRI,1513.6000000000001,1
CAN,16,Current prices,2002,CAD,Millions,9702.0,NPRI,7761.6,1
CAN,22,Current prices,2002,CAD,Millions,9627.0,NPRI,7701.6,1
CAN,24,Current prices,2002,CAD,Millions,15601.0,NPRI,12480.800000000001,1
CAN,29,Current prices,2002,CAD,Millions,18428.0,NPRI,14742.400000000001,1
CAN,31_32,Current prices,2002,CAD,Millions,9810.0,NPRI,7848.0,2
CAN,37,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,58,Current prices,2002,CAD,Millions,10084.0,NPRI,8067.200000000001,1
CAN,62,Current prices,2002,CAD,Millions,16347.0,NPRI,13077.6,1
CAN,69_70,Current prices,2002,CAD,Millions,29113.0,NPRI,23290.4,2
CAN,73,Current prices,2002,CAD,Millions,3821.0,NPRI,3056.8,1
CAN,80,Current prices,2002,CAD,Millions,3512.0,NPRI,2809.6000000000004,1
CAN,87,Current prices,2002,CAD,Millions,13749.0,NPRI,10999.2,1
CAN,90,Current prices,2002,CAD,Millions,4926.0,NPRI,3940.8,1
CAN,31,Current prices,2002,CAD,Millions,5564.0,NPRI,4451.2,1
CAN,59,Current prices,2002,CAD,Millions,2857.0,NPRI,2285.6,1
CAN,69,Current prices,2002,CAD,Millions,20634.0,NPRI,16507.2,1
CAN,74,Current prices,2002,CAD,Millions,6707.0,NPRI,5365.6,1
CAN,75,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,70,Current prices,2002,CAD,Millions,8480.0,NPRI,6784.0,1
CAN,60,Current prices,2002,CAD,Millions,3897.0,NPRI,3117.6000000000004,1
CAN,32,Current prices,2002,CAD,Millions,4247.0,NPRI,3397.6000000000004,1
CAN,91,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,88,Current prices,2002,CAD,Millions,9834.0,NPRI,7867.200000000001,1
CAN,81,Current prices,2002,CAD,Millions,7507.0,NPRI,6005.6,1
CAN,74_75,Current prices,2002,CAD,Millions,6707.0,NPRI,5365.6,2
CAN,71,Current prices,2002,CAD,Millions,16386.0,NPRI,13108.800000000001,1
CAN,63,Current prices,2002,CAD,Millions,2995.0,NPRI,2396.0,1
CAN,59_60,Current prices,2002,CAD,Millions,6754.0,NPRI,5403.200000000001,2
CAN,38,Current prices,2002,CAD,Millions,3821.0,NPRI,3056.8,1
CAN,33,Current prices,2002,CAD,Millions,4944.0,NPRI,3955.2000000000003,1
CAN,30,Current prices,2002,CAD,Millions,9218.0,NPRI,7374.400000000001,1
CAN,25,Current prices,2002,CAD,Millions,15807.0,NPRI,12645.6,1
CAN,23,Current prices,2002,CAD,Millions,7512.0,NPRI,6009.6,1
CAN,17,Current prices,2002,CAD,Millions,9304.0,NPRI,7443.200000000001,1
CAN,14,Current prices,2002,CAD,Millions,2315.0,NPRI,1852.0,1
CAN,11,Current prices,2002,CAD,Millions,5281.0,NPRI,4224.8,1
CAN,98,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,95,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,93,Current prices,2002,CAD,Millions,4354.0,NPRI,3483.2000000000003,1
CAN,87_88,Current prices,2002,CAD,Millions,23583.0,NPRI,18866.4,2
CAN,65,Current prices,2002,CAD,Millions,19435.0,NPRI,15548.0,1
CAN,78,Current prices,2002,CAD,Millions,5955.0,NPRI,4764.0,1
CAN,72,Current prices,2002,CAD,Millions,4804.0,NPRI,3843.2000000000003,1
CAN,61,Current prices,2002,CAD,Millions,28835.0,NPRI,23068.0,1
CAN,56,Current prices,2002,CAD,Millions,20288.0,NPRI,16230.400000000001,1
CAN,50,Current prices,2002,CAD,Millions,1578.0,NPRI,1262.4,1
CAN,46,Current prices,2002,CAD,Millions,73465.0,NPRI,58772.0,1
CAN,42,Current prices,2002,CAD,Millions,31980.0,NPRI,25584.0,1
CAN,37_39,Current prices,2002,CAD,Millions,3821.0,NPRI,3056.8,3
CAN,2,Current prices,2002,CAD,Millions,5914.0,NPRI,4731.2,1
CAN,6,Current prices,2002,CAD,Millions,88847.0,NPRI,71077.6,1
CAN,13_15,Current prices,2002,CAD,Millions,4207.0,NPRI,3365.6000000000004,3
CAN,B,Current prices,2002,CAD,Millions,123106.0,NPRI,98484.8,5
CAN,C,Current prices,2002,CAD,Millions,192732.0,NPRI,154185.6,26
CAN,16_18,Current prices,2002,CAD,Millions,25060.0,NPRI,20048.0,3
CAN,7,Current prices,2002,CAD,Millions,16629.0,NPRI,13303.2,1
CAN,3,Current prices,2002,CAD,Millions,1354.0,NPRI,1083.2,1
CAN,43,Current prices,2002,CAD,Millions,16654.0,NPRI,13323.2,1
CAN,47,Current prices,2002,CAD,Millions,64958.0,NPRI,51966.4,1
CAN,51,Current prices,2002,CAD,Millions,4902.0,NPRI,3921.6000000000004,1
CAN,62_63,Current prices,2002,CAD,Millions,19342.0,NPRI,15473.6,2
CAN,73_75,Current prices,2002,CAD,Millions,10528.0,NPRI,8422.4,3
CAN,79,Current prices,2002,CAD,Millions,2351.0,NPRI,1880.8000000000002,1
CAN,66,Current prices,2002,CAD,Millions,7940.0,NPRI,6352.0,1
CAN,96,Current prices,2002,CAD,Millions,6588.0,NPRI,5270.400000000001,1
CAN,12,Current prices,2002,CAD,Millions,960.0,NPRI,768.0,1
CAN,15,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,18,Current prices,2002,CAD,Millions,6055.0,NPRI,4844.0,1
CAN,39,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,82,Current prices,2002,CAD,Millions,17327.0,NPRI,13861.6,1
CAN,92,Current prices,2002,CAD,Millions,2250.0,NPRI,1800.0,1
CAN,80_82,Current prices,2002,CAD,Millions,28346.0,NPRI,22676.800000000003,3
CAN,52,Current prices,2002,CAD,Millions,12407.0,NPRI,9925.6,1
CAN,8,Current prices,2002,CAD,Millions,5329.0,NPRI,4263.2,1
CAN,19,Current prices,2002,CAD,Millions,6147.0,NPRI,4917.6,1
CAN,D,Current prices,2002,CAD,Millions,33055.0,NPRI,26444.0,1
CAN,E,Current prices,2002,CAD,Millions,6520.0,NPRI,5216.0,4
CAN,20,Current prices,2002,CAD,Millions,9082.0,NPRI,7265.6,1
CAN,9,Current prices,2002,CAD,Millions,10669.0,NPRI,8535.2,1
CAN,53,Current prices,2002,CAD,Millions,7300.0,NPRI,5840.0,1
CAN,21,Current prices,2002,CAD,Millions,4780.0,NPRI,3824.0,1
CAN,F,Current prices,2002,CAD,Millions,102097.0,NPRI,81677.6,3
CAN,G,Current prices,2002,CAD,Millions,162596.0,NPRI,130076.8,3
CAN,22_23,Current prices,2002,CAD,Millions,17139.0,NPRI,13711.2,2
CAN,24_25,Current prices,2002,CAD,Millions,31408.0,NPRI,25126.4,2
CAN,H,Current prices,2002,CAD,Millions,62645.0,NPRI,50116.0,5
CAN,I,Current prices,2002,CAD,Millions,30265.0,NPRI,24212.0,2
CAN,26,Current prices,2002,CAD,Millions,7859.0,NPRI,6287.200000000001,1
CAN,27,Current prices,2002,CAD,Millions,3735.0,NPRI,2988.0,1
CAN,J,Current prices,2002,CAD,Millions,65016.0,NPRI,52012.8,8
CAN,K,Current prices,2002,CAD,Millions,108201.0,NPRI,86560.8,3
CAN,28,Current prices,2002,CAD,Millions,13999.0,NPRI,11199.2,1
CAN,29_30,Current prices,2002,CAD,Millions,27645.0,NPRI,22116.0,2
CAN,L,Current prices,2002,CAD,Millions,157820.0,NPRI,126256.0,1
CAN,M,Current prices,2002,CAD,Millions,60832.0,NPRI,48665.600000000006,11
CAN,31_33,Current prices,2002,CAD,Millions,14754.0,NPRI,11803.2,3
CAN,N,Current prices,2002,CAD,Millions,47400.0,NPRI,37920.0,6
CAN,O,Current prices,2002,CAD,Millions,92264.0,NPRI,73811.2,1
CAN,P,Current prices,2002,CAD,Millions,75832.0,NPRI,60665.600000000006,1
CAN,Q,Current prices,2002,CAD,Millions,96255.0,NPRI,77004.0,3
CAN,R,Current prices,2002,CAD,Millions,11530.0,NPRI,9224.0,4
CAN,S,Current prices,2002,CAD,Millions,16240.0,NPRI,12992.0,2
CAN,T,Current prices,2002,CAD,Millions,2381.0,NPRI,1904.8000000000002,1
CAN,U,Current prices,2002,CAD,Millions,0.0,NPRI,0.0,1
CAN,TOT,Current prices,2003,CAD,Millions,1468926.0,NPRI,1175140.8,99
CAN,A,Current prices,2003,CAD,Millions,22140.0,NPRI,17712.0,3
CAN,10_12,Current prices,2003,CAD,Millions,26916.0,NPRI,21532.800000000003,3
CAN,5,Current prices,2003,CAD,Millions,1632.0,NPRI,1305.6000000000001,1
CAN,1,Current prices,2003,CAD,Millions,14872.0,NPRI,11897.6,1
CAN,36,Current prices,2003,CAD,Millions,2699.0,NPRI,2159.2000000000003,1
CAN,41,Current prices,2003,CAD,Millions,53462.0,NPRI,42769.600000000006,1
CAN,45,Current prices,2003,CAD,Millions,24173.0,NPRI,19338.4,1
CAN,49,Current prices,2003,CAD,Millions,36458.0,NPRI,29166.4,1
CAN,55,Current prices,2003,CAD,Millions,9976.0,NPRI,7980.8,1
CAN,58_60,Current prices,2003,CAD,Millions,16838.0,NPRI,13470.400000000001,3
